Card,Month,Year,Catchment name,Fragment number,Fragment name,Catch No,Time,Locality,Observer,Altitude,Distance,Organisation
102573,9,2014,Kohika Stream,1491108,Kohika Stream tributary 2,704, ,Kohika Stream tributary, ,7,5,doco
102574,9,2014,Kohika Stream,1491108,Kohika Stream tributary 2,704, ,Kohika Stream tributary, ,7,5,doco
102575,9,2014,Kohika Stream,1491108,Kohika Stream tributary 2,704, ,Kohika Stream tributary, ,7,5,doco
102576,9,2014,Kohika Stream,1491108,Kohika Stream tributary 2,704, ,Kohika Stream tributary, , , ,doco
102577,9,2014,Kohika Stream,1491108,Kohika Stream tributary 2,704, ,Kohika Stream tributary, , , ,doco
102578,9,2014,Kohika Stream,1491108,Kohika Stream tributary 2,704, ,Kohika Stream tributary, , , ,doco
102579,9,2014,Kohika Stream,1491108,Kohika Stream tributary 2,704, ,Kohika Stream tributary, , , ,doco
102580,9,2014,Kohika Stream,1491108,Kohika Stream tributary 2,704,,Kohika Stream tributary,,0,0,doco
102581,9,2014,Kohika Stream,1491108,Kohika Stream tributary 2,704,,Kohika Stream tributary,,0,0,doco
102583,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704, ,Kohika Stream tributary, ,31,7,doco
102584,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704, ,Kohika Stream tributary, ,31,7,doco
102585,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704,,Kohika Stream tributary,,31,7,doco
102586,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704, ,Kohika Stream tributary, ,31,7,doco
102587,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704, ,Kohika Stream tributary, ,31,7,doco
102588,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704, ,Kohika Stream tributary, ,31,7,doco
102589,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704, ,Kohika Stream tributary, ,31,7,doco
102590,9,2014,Kohika Stream,1491110,Kohika Stream,704, ,Kohika Stream tributary, ,32,4,doco
102591,9,2014,Kohika Stream,1491110,Kohika Stream,704,,Kohika Stream tributary,,32,4,doco
102592,9,2014,Kohika Stream,1491110,Kohika Stream,704, ,Kohika Stream tributary, ,32,4,doco
102593,9,2014,Kohika Stream,1491110,Kohika Stream,704,,Kohika Stream tributary,,32,4,doco
102594,9,2014,Kohika Stream,1491110,Kohika Stream,704,,Kohika Stream tributary,,32,4,doco
102595,9,2014,Kohika Stream,1491110,Kohika Stream,704, ,Kohika Stream tributary, ,32,4,doco
102596,9,2014,Kohika Stream,1491110,Kohika Stream,704, ,Kohika Stream tributary, ,32,4,doco
102597,9,2014,Kohika Stream,1491110,Kohika Stream,704, ,Kohika Stream tributary, ,32,4,doco
102598,9,2014,Kohika Stream,1491110,Kohika Stream,704,,Kohika Stream tributary,,32,4,doco
102599,9,2014,Kohika Stream,1491110,Kohika Stream,704, ,Kohika Stream tributary, ,32,4,doco
102600,9,2014,Kohika Stream,1491110,Kohika Stream,704, ,Kohika Stream tributary, ,3,4,doco
102601,9,2014,Kohika Stream,1491111,Horseshoe Bend Stream,704,,Kohika Stream tributary,,3,4,doco
102602,9,2014,Kohika Stream,1491111,Horseshoe Bend Stream,704, ,Kohika Stream tributary, ,3,4,doco
102603,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704, ,Kohika Stream tributary, ,31,7,doco
102604,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704,,Kohika Stream tributary,,31,7,doco
102605,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704, ,Kohika Stream tributary, ,31,7,doco
102606,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704, ,Kohika Stream tributary, ,31,7,doco
102607,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704,,Kohika Stream tributary,,31,7,doco
102608,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704,,Kohika Stream tributary,,31,7,doco
102609,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704,,Kohika Stream tributary,,31,7,doco
102610,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704,,Kohika Stream tributary,,31,7,doco
102611,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704,,Kohika Stream tributary,,31,7,doco
102612,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704,,Kohika Stream tributary,,31,7,doco
102613,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704,,Kohika Stream tributary,,31,7,doco
102614,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704,,Kohika Stream tributary,,31,7,doco
102615,9,2014,Kohika Stream,1491107,Kohika Stream tributary 1,704,,Kohika Stream tributary,,31,7,doco
102674,7,2014,Waitaki River,1491136,Waitaki River tributary wetland 3,711,1425,Waitaki River, ,28,8,doco
103442,10,2015,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,1430,Waianiwaniwa River,,321,91,docc
103475,11,2015,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05,1110,Waianiwaniwa River tributary,,300,92,docc
103476,11,2015,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05,1050,Waianiwaniwa River tributary,,300,92,docc
103477,11,2015,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05,1120,Waianiwaniwa River tributary,,300,92,docc
103478,11,2015,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05,1134,Waianiwaniwa River tributary,,300,92,docc
103479,11,2015,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05,1048,Waianiwaniwa River tributary,,387,93,docc
103480,11,2015,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05,1208,Waianiwaniwa River tributary,,387,93,docc
103481,11,2015,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05,1230,Waianiwaniwa River tributary,,387,93,docc
103483,11,2015,Selwyn River,1491045,Blacks Stream,680.05,1340,Blacks Stream,,278,88,docc
103484,11,2015,Selwyn River,1491045,Blacks Stream,680.05,1400,Blacks Stream,,311,89,docc
103485,11,2015,Selwyn River,1491045,Blacks Stream,680.05,1410,Blacks Stream,,278,88,docc
103486,11,2015,Selwyn River,1491045,Blacks Stream,680.05,1435,Blacks Stream,,278,88,docc
103487,11,2015,Selwyn River,1491045,Blacks Stream,680.05,1420,Blacks Stream pond,,271,87,docc
103488,6,2015,Ashley River,1491002,Taranaki Stream tributary wetland (pre Pegasus town),662,1150,Ashley River tributary,,0,0,docc
103489,6,2015,Ashley River,1491002,Taranaki Stream tributary wetland (pre Pegasus town),662,1315,Tutaepatu Lagoon,,0,0,docc
103496,5,2015,Avon River,1491030,Avon River pond (Translocation),666,1000,Mahaanui Pond,,0,0,docc
103497,6,2015,Selwyn River,1491043,Hororata River 2,680.04,1245,Hororata River,,190,79,docc
103503,8,2015,Hinds River,1491090,Hinds River North Branch tributary 1,691.01,1000,Unnamed stock water race Heenans Road,,331,52,docc
103510,8,2015,Waimakariri River,1491013,Mounseys Stream tributary 1,664.06,night,Mounseys Stream tributary,,0,0,inic
103511,8,2015,Waimakariri River,1491017,Mounseys Stream tributary 5,664.063,night,Mounseys Stream tributary,,328,63,inic
103512,8,2015,Waimakariri River,1491021,Mounseys Stream,664.063,night,Mounseys Stream tributary,,301,62,inic
103513,8,2015,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063, ,Mounseys Stream tributary, ,305,63,inic
103515,8,2015,Selwyn River,1491031,Selwyn River tributary 1,680, ,Selwyn River tributary, ,38,33,docc
103516,8,2015,Selwyn River,1491033,Selwyn River tributary 3,680,,Selwyn River tributary,,109,53,docc
103517,8,2015,Selwyn River,1491037,Hororata River tributary 3,680.04, ,Hororata River tributary, , , ,docc
103518,7,2015,Selwyn River,1491038,Hororata River tributary 4,680.04,night,Hororata River tributary,,152,68,docc
103519,7,2015,Selwyn River,1491038,Hororata River tributary 4,680.04, ,Hororata River tributary, ,153,68,docc
103520,7,2015,Selwyn River,1491038,Hororata River tributary 4,680.04, ,Hororata River tributary, ,153,68,docc
103521,7,2015,Selwyn River,1491038,Hororata River tributary 4,680.04, ,Hororata River tributary, ,153,68,docc
103522,7,2015,Selwyn River,1491040,Hororata River tributary 6,680.04, ,Hororata River tributary, ,173,71,docc
103523,7,2015,Selwyn River,1491040,Hororata River tributary 6,680.04, ,Hororata River tributary, ,173,71,docc
103524,7,2015,Selwyn River,1491040,Hororata River tributary 6,680.04,night,Hororata River tributary,,173,71,docc
103525,8,2015,Selwyn River,1491042,Cordys Stream,680.04,night,Cordys Stream,,185,79,docc
103526,8,2015,Selwyn River,1491043,Hororata River 2,680.04,night,Hororata River,,190,79,docc
103527,8,2015,Selwyn River,1491043,Hororata River 2,680.04, ,Hororata River, ,190,79,docc
103528,8,2015,Selwyn River,1491043,Hororata River 2,680.04, ,Hororata River, ,190,79,docc
103529,7,2015,Selwyn River,1491044,Nelsons Road Water Race,680.04, ,Unnamed water race, ,315,92,docc
103530,8,2015,Selwyn River,1491045,Blacks Stream,680.05,night,Blacks Stream,,255,85,docc
103531,8,2015,Selwyn River,1491046,Waianiwaniwa River tributary 1,680.05,night,Waianiwaniwa River tributary,,256,85,docc
103532,8,2015,Selwyn River,1491047,Waianiwaniwa River,680.05,night,Waianiwaniwa River,,287,90,docc
103533,8,2015,Selwyn River,1491047,Waianiwaniwa River,680.05,night,Waianiwaniwa River,,266,91,docc
103534,8,2015,Selwyn River,1491049,Waianiwaniwa River tributary 3,680.05,night,Waianiwaniwa River tributary,,236,84,docc
103535,8,2015,Selwyn River,1491050,Waianiwaniwa River tributary 4,680.05,night,Waianiwaniwa River tributary,,238,85,docc
103536,8,2015,Selwyn River,1491048,Waianiwaniwa River tributary 2,680.05, ,Waianiwaniwa River tributary, ,246,84,docc
103537,8,2015,Selwyn River,1491050,Waianiwaniwa River tributary 4,680.05,night,Waianiwaniwa River tributary,,252,87,docc
103538,8,2015,Selwyn River,1491051,Waianiwaniwa River tributary 5,680.05,night,Waianiwaniwa River tributary,,252,87,docc
103539,8,2015,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,night,Waianiwaniwa River tributary,,265,88,docc
103540,8,2015,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05,night,Waianiwaniwa River tributary,,266,91,docc
103541,8,2015,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05,night,Waianiwaniwa River tributary,,266,91,docc
103542,8,2015,Selwyn River,1491055,Waianiwaniwa River tributary 8,680.05,night,Waianiwaniwa River tributary,,322,95,docc
103543,8,2015,Selwyn River,1491057,Coalgate water race,680, ,Unnamed water race, ,137,62,docc
103544,8,2015,Selwyn River,1491057,Coalgate water race,680,night,Selwyn River tributary,,137,62,docc
103545,8,2015,Selwyn River,1491058,Selwyn River tributary 6,680, ,Selwyn River, ,247,80,docc
103546,8,2015,Selwyn River,1491058,Selwyn River tributary 6,680, ,Selwyn River, ,247,80,docc
103547,8,2015,Selwyn River,1491059,Wairiri Stream,680.07,,Wairiri Stream tributary,,290,90,docc
103548,8,2015,Selwyn River,1491059,Wairiri Stream,680, ,Wairiri Stream tributary, ,285,87,docc
103549,8,2015,Selwyn River,1491059,Wairiri Stream,680, ,Wairiri Stream tributary, ,286,87,docc
103550,8,2015,Selwyn River,1491060,Glendore Stream,680.08,night,Glendore Stream tributary,,318,89,docc
103551,8,2015,Selwyn River,1491060,Glendore Stream,680.08,night,Glendore Stream tributary,,318,89,docc
103552,8,2015,Selwyn River,1491060,Glendore Stream,680,night,Steventon Stream,,338,88,docc
103553,8,2015,Ashburton River,1491068,Ashburton River tributary drain,688,night,Ashburton River tributary,,0,0,docc
103554,8,2015,Ashburton River,1491068,Ashburton River tributary drain,688,night,Ashburton River tributary,,0,0,docc
103555,8,2015,Longbeach,1491080,Unnamed stream Eiffleton,690,night,Parakanoi Drain tributary,,0,0,docc
103556,8,2015,Longbeach,1491080,Unnamed stream Eiffleton,690,night,Parakanoi Drain tributary,,0,0,docc
103557,8,2015,Longbeach,1491082,Unnamed drain Windermere Road,690,night,Deals Drain tributary,,52,9,docc
103558,8,2015,Longbeach,1491082,Unnamed drain Windermere Road,690,night,Deals Drain tributary,,52,9,docc
103559,8,2015,Hinds River,1491083,Unnamed drain Maronan Valetta Road,691, ,Unnamed irrigation race, , , ,docc
103560,8,2015,Hinds River,1491084,Hinds River tributary 1,691, ,Hinds River tributary, , , ,docc
103561,8,2015,Hinds River,1491084,Hinds River tributary 1,691, ,Hinds River tributary, , , ,docc
103562,8,2015,Hinds River,1491084,Hinds River tributary 1,691, ,Unnamed pond, , , ,docc
103563,8,2015,Hinds River,1491086,Hinds River tributary 2,691, ,Hinds River tributary, , , ,docc
103564,8,2015,Hinds River,1491087,Hinds River tributary 3,691, ,Hinds River tributary, , , ,docc
103565,8,2015,Hinds River,1491087,Hinds River tributary 3,691, ,Hinds River tributary, , , ,docc
103566,8,2015,Hinds River,1491090,Hinds River North Branch tributary 1,691.01,night,Hinds River North Branch tributary,,331,52,docc
103567,8,2015,Hinds River,1491092,Hinds River North Branch tributary wetland 2,691.01,night,Hinds River North Branch tributary,,465,59,docc
103568,8,2015,Hinds River,1491091,Hinds River North Branch tributary wetland 1,691, ,Hinds River tributary, ,465,59,docc
103569,8,2015,Dobsons Drain,1491093,Unnamed wetland Wairuna,692, ,Dobsons Drain tributary, ,15,2,docc
103570,8,2015,Selwyn River,1491031,Selwyn River tributary 1,680, ,Selwyn River tributary, , , ,docc
103661,10,2015,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,1455,Bush Gully Stream,,321,91,docc
103662,10,2015,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,1500,Bush Gully Stream, ,306,90,docc
103663,10,2015,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,1515,Bush Gully Stream, ,278,90,docc
104568,5,2008,Pareora River,1491102,Pareora River tributary 2,701,,Pareora River tributary,,13,3,niwa
104569,5,2008,Unnamed River,1491106,Unnamed stream St Andrews,702,,Unnamed stream,,1,0,niwa
104570,5,2008,Unnamed River,1491106,Unnamed stream St Andrews,702,,Unnamed Stream,,12,1,niwa
104574,5,2008,Pareora River,1491103,Pareora River tributary 3,701.02,,Gordons Stream tributary,,166,25,niwa
104578,5,2008,Hook River,1491118,Waituna Stream,707.01, ,Waituna Stream, ,24,4,niwa
104580,5,2008,Horseshoe Bend Stream,1491111,Horseshoe Bend Stream,705, ,Horseshoe Bend Stream, ,11,3,niwa
104581,5,2008,Horseshoe Bend Stream,1491111,Horseshoe Bend Stream,705,,Horseshoe Bend Stream,,38,5,niwa
104582,5,2008,Makikihi River,1491112,Teschemakers Creek,706, ,Teschemaker Creek tributary, ,197,14,niwa
104583,5,2008,Makikihi River,1491112,Teschemakers Creek,706, ,Teschemaker Creek tributary, ,139,14,niwa
104584,5,2008,Makikihi River,1491112,Teschemakers Creek,706,,Teschemaker Creek tributary,,110,12,niwa
104595,5,2008,Waitaki River,1491131,Mount Harris Stream,711.01,,Mount Harris Stream,,105,23,niwa
104596,5,2008,Whitneys Creek,1491127,Whitneys Creek,710, ,Whitneys Creek, ,56,16,niwa
104597,5,2008,Morven Drain,1491126,Dog Kennel Stream,710.02,,Dog Kennel Stream tributary,,121,15,niwa
104598,5,2008,Waitaki River,1491127,Whitneys Creek,711, ,Whitneys Creek, ,55,12,niwa
104599,5,2008,Unnamed Stream,1491124,Unnamed stream Morven 2,710,,Unnamed Stream,,40,8,niwa
104698,12,2007,Longbeach,1491079,Unnamed water race Longbeach Road,690,1930,Unnamed drain, ,36,2,ga
104705,12,2007,Longbeach,1491067,Unnamed stock water race Lower Beach Road,690,1850,Unnamed drain,,30,0,ga
104707,12,2007,Longbeach,1491074,Unnamed water race Grahams Road 2,690,,Unnamed drain,,16,0,ga
104878,12,2015,Waimakariri River,1491015,Mounseys Stream tributary 3,664.063,800,Mounseys Stream unnamed spring tributary,,0,0,wwt
104879,9,2015,Pegasus,1491005,Taranaki Stream tributary 2 (Translocation),663,1415,Wetlands near Pegasus,,0,0,wwt
106018,3,2016,Waimakariri River,1491013,Mounseys Stream tributary 1,664.06,1100,Mounseys Stream unnamed spring tributary,,0,0,wwt
106050,4,2016,Woodend Beach,1491005,Taranaki Stream tributary 2 (Translocation),663,1300,Unnamed pond,,0,0,wwt
106051,4,2016,Pegasus,1491005,Taranaki Stream tributary 2 (Translocation),663,1300,Unnamed pond,,0,0,wwt
106052,4,2016,Pegasus,1491005,Taranaki Stream tributary 2 (Translocation),663,930,Unnamed pond,,0,0,wwt
106416,4,2016,Waimakariri River,1491011,Unnamed wetland Coopers Creek,664.062,800,Coopers Creek unnamed wetland,,0,0,wwt
106489,3,2016,Lake Ellesmere,1491064,Ellesmere stockwater race and drainage network,683,1000,Rakaia Selwyn Road water race downstream,,62,31,docc
106554,1,2011,Pareora River,1491142,Pareora River tributary 4,701,1700,Pareora River unnamed tributary,,35,7,ind
106661,6,2016,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,1237,Bush Gully Stream,,326,91,docc
106662,6,2016,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,1300,Bush Gully Stream, ,326,91,docc
106663,6,2016,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,1320,Bush Gully Stream,,321,91,docc
106678,10,2015,Selwyn River,1491043,Hororata River 2,680.04,900,Hororata River,,180,78,bml
107121,8,2016,Selwyn River,1491059,Wairiri Stream,680.07,1115,Wairiri Stream,,304,86,docc
107122,8,2016,Selwyn River,1491059,Wairiri Stream,680.07,1050,Wairiri Stream,,304,86,docc
107123,8,2016,Selwyn River,1491059,Wairiri Stream,680.07,1225,Wairiri Stream,,304,86,docc
107340,11,2011,Selwyn River,1491038,Hororata River tributary 4,680.04,921,Hororata River tributary, ,149,68,doco
107341,11,2011,Selwyn River,1491038,Hororata River tributary 4,680.04,932,Hororata River tributary, ,153,68,doco
107342,11,2011,Selwyn River,1491038,Hororata River tributary 4,680.04,936,Hororata River tributary, ,153,68,doco
107343,11,2011,Selwyn River,1491038,Hororata River tributary 4,680.04,940,Hororata River tributary, ,153,68,doco
107344,11,2011,Selwyn River,1491038,Hororata River tributary 4,680.04,944,Hororata River tributary, ,153,68,doco
107345,11,2011,Selwyn River,1491038,Hororata River tributary 4,680.04,950,Hororata River tributary, ,153,68,doco
107346,11,2011,Selwyn River,1491038,Hororata River tributary 4,680.04,954,Hororata River tributary, ,153,68,doco
107347,11,2011,Selwyn River,1491038,Hororata River tributary 4,680.04,959,Hororata River tributary, ,153,68,doco
107348,11,2011,Selwyn River,1491038,Hororata River tributary 4,680.04,1002,Hororata River tributary, ,167,69,doco
107349,11,2011,Selwyn River,1491038,Hororata River tributary 4,680.04,1006,Hororata River tributary, ,167,69,doco
107574,11,2013,Selwyn River,1491050,Waianiwaniwa River tributary 4,680.05,827,Waianiwaniwa River tributary,,252,87,ga
107576,11,2013,Selwyn River,1491051,Waianiwaniwa River tributary 5,680.05,838,Waianiwaniwa River tributary,,284,87,ga
107577,11,2013,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,841,Bush Gully Stream,,342,92,ga
107578,11,2013,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,851,Bush Gully Stream,,342,92,ga
107579,11,2013,Selwyn River,1491047,Waianiwaniwa River,680.05,856,Bush Gully Stream,,283,88,ga
109019,6,2016,Morven Drain,1491126,Dog Kennel Stream,710.02,1030,Dog Kennel Stream,,140,15,docc
109020,6,2016,Morven Drain,1491126,Dog Kennel Stream,710.02,1125,Dog Kennel Stream,,144,15,docc
109021,6,2016,Morven Drain,1491126,Dog Kennel Stream,710.02,1300,Dog Kennel Stream,,144,15,docc
109022,8,2016,Avon River,1491030,Avon River pond (Translocation),666,,Unnamed pond,,0,0,docc
109023,7,2015,Selwyn River,1491038,Hororata River tributary 4,680.04, ,Hororata River tributary, ,153,68,docc
109024,9,2002,Selwyn River,1491038,Hororata River tributary 4,680.04,,Hororata River tributary,,153,68,docc
109025,7,2015,Selwyn River,1491038,Hororata River tributary 4,680.04, ,Hororata River tributary, ,153,68,docc
109026,8,2016,Selwyn River,1491038,Hororata River tributary 4,680.04,,Hororata River tributary,,153,68,docc
109027,8,2016,Selwyn River,1491038,Hororata River tributary 4,680.04,,Hororata River tributary,,152,68,docc
109028,7,2015,Selwyn River,1491038,Hororata River tributary 4,680.04, ,Hororata River tributary, , , ,docc
109029,7,2016,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063,,Mounseys Stream tributary,,311,64,docc
109030,6,2016,Waitaki River,1491135,Waitaki River tributary wetland 2,711, ,Waitaki River tributary, , , ,docc
109031,1,2005,Longbeach,1491081,Unnamed pond Willowby (Translocation),690, ,Unnamed wetland, , , ,docc
109032,1,2006,Longbeach,1491081,Unnamed pond Willowby (Translocation),690, ,Unnamed wetland, , , ,docc
109033,1,2007,Longbeach,1491081,Unnamed pond Willowby (Translocation),690, ,Unnamed wetland, , , ,docc
109034,1,2008,Longbeach,1491081,Unnamed pond Willowby (Translocation),690, ,Unnamed wetland, , , ,docc
109035,12,2009,Longbeach,1491081,Unnamed pond Willowby (Translocation),690, ,Unnamed wetland, , , ,docc
110527,2,2017,Hurunui River,1491001,Waikari River tributary (Translocation),651.06,1300,Waikari River unnamed tributary,,0,0,wwt
111148,6,2017,Washdyke Creek,1491100,Papaka Stream 2,698.02,,Papaka Stream,,54,14,ecan
111150,6,2017,Washdyke Creek,1491100,Papaka Stream 2,698.02,14,Papaka Stream,,54,14,ecan
111679,6,2017,Makikihi,1491114,Unnamed stream Makikihi 2,706.5,1145,Unnamed stream tributary,,84,9,wwt
111684,6,2017,Makikihi,1491114,Unnamed stream Makikihi 2,706.5,1200,Unnamed stream tributary,,84,9,wwt
111689,6,2017,Makikihi,1491114,Unnamed stream Makikihi 2,706.5,1230,Unnamed stream tributary,,84,9,wwt
111693,6,2017,Makikihi,1491114,Unnamed stream Makikihi 2,706.5,1300,Unnamed stream tributary,,84,9,wwt
112054,6,2016,Ashburton River,1491071,Ashburton River tributary 2 (Translocation),688,1030,South Branch Ashburton River wetland, , , ,docc
112055,6,2016,Ashburton River,1491071,Ashburton River tributary 2 (Translocation),688,1149,Ashburton River, ,156,33,docc
112445,11,2015,Selwyn River,1491040,Hororata River tributary 6,680.04,1500,Hororata River spring fed tributary, , , ,wwcl
112446,11,2015,Selwyn River,1491040,Hororata River tributary 6,680.04,1615,Hororata River spring tributary, , , ,wwcl
112447,11,2015,Selwyn River,1491040,Hororata River tributary 6,680.04,1508,Hororata River spring fed tributary, , , ,wwcl
112448,11,2015,Selwyn River,1491040,Hororata River tributary 6,680.04,1629,Hororata River spring tributary, , , ,wwcl
112450,11,2015,Selwyn River,1491040,Hororata River tributary 6,680.04,1600,Hororata River tributary, , , ,wwcl
112451,11,2015,Selwyn River,1491040,Hororata River tributary 6,680.04,1500,Hororata River artifical pond, , , ,wwcl
112452,11,2015,Selwyn River,1491040,Hororata River tributary 6,680.04,1805,Hororata River tributary, , , ,wwcl
112453,11,2015,Selwyn River,1491040,Hororata River tributary 6,680.04,1612,Hororata River tributary, , , ,wwcl
112454,11,2015,Sewlyn River,1491040,Hororata River tributary 6,680.04,1617,Hororata River tributary, , , ,wwcl
112547,11,2017,Kohika Stream,1491108,Kohika Stream tributary 2,704,1600,Kohika Stream tributary, ,27,7,ecan
112548,11,2017,Kohika Stream,1491108,Kohika Stream tributary 2,704,1600,Kohika Stream tributary, ,51,8,ecan
112549,11,2017,Kohika Stream,1491108,Kohika Stream tributary 2,704,1600,Kohika Stream tributary, ,51,8,ecan
112550,11,2017,Kohika Stream,1491108,Kohika Stream tributary 2,704,1630,Kohika Stream tributary, ,51,8,ecan
112551,11,2017,Kohika Stream,1491108,Kohika Stream tributary 2,704,1630,Kohika Stream tributary, ,51,8,ecan
112552,11,2017,Kohika Stream,1491108,Kohika Stream tributary 2,704,1645,Kohika Stream tributary, ,51,8,ecan
112553,11,2017,Kohika Stream,1491108,Kohika Stream tributary 2,704,1700,Kohika Stream tributary, ,51,8,ecan
112554,11,2017,Kohika Stream,1491108,Kohika Stream tributary 2,704,1700,Kohika Stream tributary, ,51,8,ecan
112555,11,2017,Kohika Stream,1491108,Kohika Stream tributary 2,704,1715,Kohika Stream tributary, ,51,8,ecan
112556,11,2017,Washdyke Creek,1491100,Papaka Stream 2,698.02,1400,Papaka Stream, ,64,16,ecan
112557,11,2017,Washdyke Creek,1491100,Papaka Stream 2,698.02,1400,Papaka Stream, ,64,16,ecan
112558,11,2017,Washdyke Creek,1491100,Papaka Stream 2,698.02,1415,Papaka Stream, ,64,16,ecan
112559,11,2017,Washdyke Creek,1491100,Papaka Stream 2,698.02,1415,Papaka Stream, ,64,16,ecan
112560,11,2017,Washdyke Creek,1491100,Papaka Stream 2,698.02,1415,Papaka Stream, ,64,16,ecan
112910,2,2017,Kohika Stream,1491111,Horseshoe Bend Stream,704, ,Kohika Stream tributary, ,11,3,rcl
112920,2,2017,Wainono Lagoon,1491118,Waituna Stream,707.01, ,Waituna Stream, ,24,4,rcl
113350,3,2018,Selwyn River,1491042,Cordys Stream,680.04,815,Cordys Stream, ,243,80,wild
113355,3,2018,Avon River,1491027,Avon River tributary wetland (Translocation),666,940,Travis Wetland, ,3,5,wild
113356,3,2018,Avon River,1491027,Avon River tributary wetland (Translocation),666,1025,Travis Wetland, ,3,5,wild
113357,3,2018,Avon River,1491027,Avon River tributary wetland (Translocation),666,1050,Travis Wetland, ,3,5,wild
113358,3,2018,Avon River,1491027,Avon River tributary wetland (Translocation),666,1110,Travis Wetland, ,3,5,wild
113359,3,2018,Avon River,1491027,Avon River tributary wetland (Translocation),666,1430,Travis Wetland, ,3,5,wild
113360,3,2018,Avon River,1491027,Avon River tributary wetland (Translocation),666,1330,Travis Wetland, ,3,5,wild
113361,3,2018,Avon River,1491027,Avon River tributary wetland (Translocation),666,1400,Travis Wetland, ,3,5,wild
113362,3,2018,Avon River,1491027,Avon River tributary wetland (Translocation),666,1500,Travis Wetland, ,3,5,wild
113654,4,2018,Selwyn River,1491043,Hororata River 2,680,1155,Hororata River temporary river diversion,,,,wild
113655,4,2018,Selwyn River,1491043,Hororata River 2,680,730,Hororata River temporary river diversion,,,,wild
113702,3,2018,Unnamed stream,1491114,Unnamed stream Makikihi 2,706.5,900,Unnamed stream, ,67,7,wwt
113703,3,2018,Unnamed stream,1491113,Unnamed stream Makikihi 1,706.5,1000,Unnamed stream, ,13,2,wwt
113704,3,2018,Unnamed stream,1491113,Unnamed stream Makikihi 1,706.5,930,Wallace's culvert, ,13,2,wwt
113896,5,2018,Selwyn River,1491140,Selwyn River tributary 5,680,930,Selwyn River, ,199,71,wild
113897,5,2018,Selwyn River,1491140,Selwyn River tributary 5,680,930,Selwyn River, ,199,71,wild
114222,5,2018,Waimakariri River,1491008,Unnamed ponds Waimakariri River tributary (Translocation),664.05,1315,Peacock Springs machinery pond, ,0,0,docc
115767,3,2019,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,930,Bush Gully, ,255,89,bml
115770,3,2019,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,930,Bush Gully Stream, ,268,89,bml
115771,3,2019,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,932,Bush Gully Stream, ,268,89,bml
115772,3,2019,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,930,Bush Gully Stream, ,268,89,bml
115773,3,2019,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,930,Bush Gully Stream, ,280,90,bml
115774,3,2019,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,930,Bush Gully Stream, ,280,90,bml
116228,6,2019,Temuka River,1491094,Rangatira Creek,696.024,1000,Rangatira Creek, ,70,19,docc
